sorszam,szk_nev,evk,evk_nev,cim,akadaly,szamlKijelolt,atjKijelolt,telepSzintu,indulo,honos,osszesen,maz,taz,version
002,"Budapest II. kerület, 002. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK"," Budapest 02, Lajos u. 1-5. (Than Károly Gimn.)",N,N,N,N,935,935,935,01,002,01131852
003,"Budapest II. kerület, 003. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK"," Budapest 02, Lajos u. 1-5. (Than Károly Gimn.)",N,N,N,N,720,720,720,01,002,01131852
004,"Budapest II. kerület, 004. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK"," Budapest 02, Bolyai u. 15. (Óvoda)",N,N,N,N,1083,1082,1082,01,002,01131852
005,"Budapest II. kerület, 005. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK"," Budapest 02, Áldás u. 1.  (Ált. Iskola)",N,N,N,N,1100,1102,1102,01,002,01131852
006,"Budapest II. kerület, 006. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK"," Budapest 02, Ürömi u. 64. (Újlaki  Ált. Isk.)",N,N,N,N,889,889,889,01,002,01131852
007,"Budapest II. kerület, 007. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK"," Budapest 02, Törökvész út 18. (Kézműv. Óvoda)",I,N,N,N,833,831,831,01,002,01131852
008,"Budapest II. kerület, 008. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK"," Budapest 02, Áldás u. 1. (Ált. Isk.)",N,N,N,N,938,937,937,01,002,01131852
009,"Budapest II. kerület, 009. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK"," Budapest 02, Áldás u. 1. (Ált. Isk.)",N,N,N,N,871,869,869,01,002,01131852
010,"Budapest II. kerület, 010. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK"," Budapest 02, Felvinci út 6-8. (Kollégium)",N,I,N,N,769,769,769,01,002,01131852
011,"Budapest II. kerület, 011. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK"," Budapest 02, Keleti K. u. 37. (II. Rákóczi F.Gimn.)",I,N,I,N,611,611,611,01,002,01131852
012,"Budapest II. kerület, 012. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK"," Budapest 02, Fillér u. 70-76. (Fillér Ált. Isk.)",I,N,N,N,993,995,995,01,002,01131852
013,"Budapest II. kerület, 013. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK"," Budapest 02, Pasaréti út 41. (Bölcsőde)",N,N,N,N,687,687,687,01,002,01131852
014,"Budapest II. kerület, 014. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK"," Budapest 02, Fillér utca 70-76. (Fillér Ált. Isk.)",I,N,N,N,850,849,849,01,002,01131852
015,"Budapest II. kerület, 015. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK"," Budapest 02, Fillér u. 70-76. (Fillér Ált. Isk.)",I,N,N,N,775,775,775,01,002,01131852
016,"Budapest II. kerület, 016. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK"," Budapest 02, Törökvész út 18. (Kézműv. Óvoda)",I,N,N,I,1169,1176,1176,01,002,01131852
017,"Budapest II. kerület, 017. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK"," Budapest 02, Pitypang u. 17. (Ált. Isk.)",I,N,N,N,857,855,855,01,002,01131852
018,"Budapest II. kerület, 018. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK"," Budapest 02, Törökvész út 67. (Ált. Isk.)",N,N,N,N,764,765,765,01,002,01131852
019,"Budapest II. kerület, 019. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK"," Budapest 02, Törökvész út 48-54. (Móricz Zs. Gimn.)",N,N,N,N,892,892,892,01,002,01131852
020,"Budapest II. kerület, 020. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK"," Budapest 02, Fenyves u. 1. (Ált. Isk.)",N,N,N,N,845,845,845,01,002,01131852
021,"Budapest II. kerület, 021. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK"," Budapest 02, Hűvösvölgyi út 12/B. (Bölcsőde)",I,N,N,N,858,858,858,01,002,01131852
022,"Budapest II. kerület, 022. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK"," Budapest 02, Törökvész út 48-54. (Móricz Zs. Gimn.)",N,N,N,N,878,878,878,01,002,01131852
023,"Budapest II. kerület, 023. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK"," Budapest 02, Pitypang u. 17. (Óvoda)",I,N,N,N,919,919,919,01,002,01131852
024,"Budapest II. kerület, 024. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK"," Budapest 02, Pitypang u. 17. (Óvoda)",I,N,N,N,1013,1011,1011,01,002,01131852
025,"Budapest II. kerület, 025. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK"," Budapest 02, Pitypang u. 17. (Ált. Isk.)",I,N,N,N,878,878,878,01,002,01131852
026,"Budapest II. kerület, 026. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK"," Budapest 02, Törökvész út 67. (Ált. Isk.)",N,N,N,N,891,891,891,01,002,01131852
027,"Budapest II. kerület, 027. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK"," Budapest 02, Pasaréti út 191-193. (Szabó L. Ált. Isk. és Gimn.)",I,N,N,N,751,757,757,01,002,01131852
028,"Budapest II. kerület, 028. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK"," Budapest 02, Pasaréti út 191-193. (Szabó L. Ált. Isk. és Gimn.)",N,N,N,N,699,699,699,01,002,01131852
029,"Budapest II. kerület, 029. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK"," Budapest 02, Hűvösvölgyi út 12/B. (Bölcsőde)",I,N,N,N,501,501,501,01,002,01131852
030,"Budapest II. kerület, 030. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK"," Budapest 02, Hűvösvölgyi út 12/B. (Bölcsőde)",I,N,N,N,602,602,602,01,002,01131852
031,"Budapest II. kerület, 031. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK"," Budapest 02, Pasaréti út 191-193. (Szabó L. Ált. Isk. és Gimn.)",N,N,N,N,1117,1116,1116,01,002,01131852
032,"Budapest II. kerület, 032. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK"," Budapest 02, Pasaréti út 191-193. (Szabó L. Ált. Isk. és Gimn.)",N,N,N,N,974,976,976,01,002,01131852
033,"Budapest II. kerület, 033. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK"," Budapest 02, Völgy u. 1-3. (Óvoda)",I,N,N,N,881,881,881,01,002,01131852
034,"Budapest II. kerület, 034. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK"," Budapest 02, Völgy u. 1-3. (Óvoda)",I,N,N,N,778,778,778,01,002,01131852
035,"Budapest II. kerület, 035. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK"," Budapest 02, Máriaremetei út 71. (Ált. Isk.)",I,N,N,N,904,903,903,01,002,01131852
036,"Budapest II. kerület, 036. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK"," Budapest 02, Kossuth L. u. 15-17. (Ált. Isk.)",N,N,N,N,914,914,914,01,002,01131852
037,"Budapest II. kerület, 037. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK"," Budapest 02, Kossuth L. u. 15-17.  (Ált. Isk.)",N,N,N,N,918,916,916,01,002,01131852
038,"Budapest II. kerület, 038. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK"," Budapest 02, Kossuth L. u. 15-17. (Ált. Isk.)",N,N,N,N,1033,1036,1036,01,002,01131852
039,"Budapest II. kerület, 039. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK"," Budapest 02, Templom u. 2-10. (Klebelsberg K. Műv. Közp.)",I,N,N,N,948,950,950,01,002,01131852
040,"Budapest II. kerület, 040. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK"," Budapest 02, Templom u. 2-10. (Klebelsberg K. Műv. Közp.)",I,N,N,N,878,878,878,01,002,01131852
041,"Budapest II. kerület, 041. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK"," Budapest 02, Templom u. 2-10.  (Klebelsberg K. Műv. Közp.)",I,N,N,N,828,829,829,01,002,01131852
042,"Budapest II. kerület, 042. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK","1029 Budapest 02, Máriaremetei út 185. (Óvoda)",N,N,N,N,829,829,829,01,002,01131852
043,"Budapest II. kerület, 043. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK"," Budapest 02, Hímes u. 3. (Cserkészház)",I,N,N,N,848,848,848,01,002,01131852
044,"Budapest II. kerület, 044. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK"," Budapest 02, Szabadság út 23. (Klebelsberg K. Ált. I. és Gimn.)",I,N,N,N,967,967,967,01,002,01131852
045,"Budapest II. kerület, 045. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK"," Budapest 02, Máriaremetei út 185. (Óvoda)",N,N,N,N,932,933,933,01,002,01131852
046,"Budapest II. kerület, 046. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK"," Budapest 02, Szabadság út 23. (Klebelsberg K. Ált. I. és Gimn.)",I,N,N,N,931,930,930,01,002,01131852
047,"Budapest II. kerület, 047. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK"," Budapest 02, Máriaremetei út 185. (Óvoda)",N,N,N,N,934,934,934,01,002,01131852
048,"Budapest II. kerület, 048. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK"," Budapest 02, Máriaremetei út 71. (Ált. Isk.)",I,N,N,N,938,938,938,01,002,01131852
049,"Budapest II. kerület, 049. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK"," Budapest 02, Kútföldi út 1. (Közösségi Ház)",I,N,N,N,914,913,913,01,002,01131852
050,"Budapest II. kerület, 050. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK","1021 Budapest 02, Labanc u. 2. (Óvoda)",I,N,N,N,888,889,889,01,002,01131852
051,"Budapest II. kerület, 051. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK"," Budapest 02, Budenz út 20-22. (Budenz J. Ált. Isk. és Gimn.)",N,N,N,N,741,741,741,01,002,01131852
052,"Budapest II. kerület, 052. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK"," Budapest 02, Budenz út 20-22. (Budenz J. Ált. Isk. és Gimn.)",N,N,N,N,697,698,698,01,002,01131852
053,"Budapest II. kerület, 053. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK"," Budapest 02, Budenz út 20-22. (Budenz J. Ált. Isk. és Gimn.)",N,N,N,N,701,701,701,01,002,01131852
054,"Budapest II. kerület, 054. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK"," Budapest 02, Budenz út 20-22. (Budenz J. Ált. Isk. és Gimn.)",N,N,N,N,1067,1066,1066,01,002,01131852
055,"Budapest II. kerület, 055. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK"," Budapest 02, Pasaréti út 41. (Bölcsőde)",N,N,N,N,914,912,912,01,002,01131852
056,"Budapest II. kerület, 056. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK"," Budapest 02, Érmelléki út 12. (Óvoda)",N,N,N,N,783,783,783,01,002,01131852
057,"Budapest II. kerület, 057. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK"," Budapest 02, Érmelléki út 12. (Óvoda)",N,N,N,N,788,788,788,01,002,01131852
058,"Budapest II. kerület, 058. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK"," Budapest 02, Marczibányi tér 1. (Kodály Z. Ált. Isk. és Gimn.)",N,N,N,N,943,931,931,01,002,01131852
059,"Budapest II. kerület, 059. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK"," Budapest 02, Marczibányi tér 1. (Kodály Z. Ált. Isk. és Gimn.)",N,N,N,N,807,807,807,01,002,01131852
060,"Budapest II. kerület, 060. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK"," Budapest 02, Marczibányi tér 1. (Kodály Z. Ált. Isk. és Gimn.)",N,N,N,N,801,801,801,01,002,01131852
061,"Budapest II. kerület, 061. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK"," Budapest 02, Keleti K. u. 37. (II. Rákóczi F. Gimn.)",I,N,N,N,921,932,932,01,002,01131852
062,"Budapest II. kerület, 062. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK"," Budapest 02, Keleti K. u. 37. (II. Rákóczi F. Gimn.)",I,N,N,N,644,644,644,01,002,01131852
063,"Budapest II. kerület, 063. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK"," Budapest 02, Keleti K. u. 37. (II. Rákóczi F. Gimn.)",I,N,N,N,866,866,866,01,002,01131852
064,"Budapest II. kerület, 064. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK"," Budapest 02, Kitaibel Pál u. 10. (Óvoda)",N,N,N,N,852,852,852,01,002,01131852
065,"Budapest II. kerület, 065. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK"," Budapest 02, Kitaibel Pál u. 10. (Óvoda)",N,N,N,N,924,924,924,01,002,01131852
066,"Budapest II. kerület, 066. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK"," Budapest 02, Bem J. tér 2. (Gondozási Központ)",I,N,N,N,1026,1026,1026,01,002,01131852
067,"Budapest II. kerület, 067. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK"," Budapest 02, Medve u. 5-7. (Csik F. Ált. Isk. és Gimn.)",I,N,N,N,843,843,843,01,002,01131852
068,"Budapest II. kerület, 068. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK"," Budapest 02, Medve u. 5-7. (Csik F. Ált. Isk. és Gimn.)",I,N,N,N,882,882,882,01,002,01131852
069,"Budapest II. kerület, 069. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK"," Budapest 02, Kitaibel Pál u. 10. (Óvoda)",N,N,N,N,967,963,963,01,002,01131852
070,"Budapest II. kerület, 070. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK"," Budapest 02, Kapás u. 55. (Budai Táncklub)",N,N,N,N,898,895,895,01,002,01131852
071,"Budapest II. kerület, 071. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK"," Budapest 02, Medve u. 5-7. (Csik F. Ált. Isk. és Gimn.)",I,N,N,N,892,893,893,01,002,01131852
072,"Budapest II. kerület, 072. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK"," Budapest 02, Varsányi I. u. 32. (Bölcsőde)",I,N,N,N,948,950,950,01,002,01131852
073,"Budapest II. kerület, 073. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK"," Budapest 02, Varsányi I. u. 32. (Bölcsőde)",I,N,N,N,922,924,924,01,002,01131852
074,"Budapest II. kerület, 074. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK","1021 Budapest 02, Labanc u. 2. (Óvoda)",N,N,N,N,828,828,828,01,002,01131852
001,"Budapest III. kerület, 001. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK","1036 Budapest 03, Árpád fejedelem útja 60. (Óvoda)",I,N,N,N,930,930,930,01,003,01131852
002,"Budapest III. kerület, 002. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK","1036 Budapest 03, Árpád fejedelem útja 60. (Óvoda)",I,N,N,N,854,854,854,01,003,01131852
003,"Budapest III. kerület, 003. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK","1036 Budapest 03, Mókus utca 2. (Általános Iskola)",N,N,N,N,1003,1004,1004,01,003,01131852
004,"Budapest III. kerület, 004. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK","1034 Budapest 03, Nagyszombat utca 19. (Árpád Gimnázium)",N,N,N,N,1004,1004,1004,01,003,01131852
005,"Budapest III. kerület, 005. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK","1034 Budapest 03, Nagyszombat utca 19. (Árpád Gimnázium)",N,N,N,N,855,854,854,01,003,01131852
006,"Budapest III. kerület, 006. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK","1034 Budapest 03, Nagyszombat utca 19. (Árpád Gimnázium)",I,N,N,N,997,997,997,01,003,01131852
007,"Budapest III. kerület, 007. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK","1032 Budapest 03, San Marco utca 81. (Óbudai Kulturális Központ)",I,N,N,N,939,939,939,01,003,01131852
008,"Budapest III. kerület, 008. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK","1032 Budapest 03, San Marco utca 81. (Óbudai Kulturális Központ)",I,N,N,N,844,843,843,01,003,01131852
009,"Budapest III. kerület, 009. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK","1032 Budapest 03, San Marco utca 81. (Óbudai Kulturális Központ)",I,N,N,N,887,887,887,01,003,01131852
010,"Budapest III. kerület, 010. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK","1034 Budapest 03, Nagyszombat utca 19. (Árpád Gimnázium)",N,N,N,N,871,871,871,01,003,01131852
011,"Budapest III. kerület, 011. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK","1034 Budapest 03, Bécsi út 96/B. (Óbudai Egyetem)",I,N,N,N,945,945,945,01,003,01131852
012,"Budapest III. kerület, 012. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK","1034 Budapest 03, Bécsi út 96/B. (Óbudai Egyetem)",I,N,N,N,938,938,938,01,003,01131852
013,"Budapest III. kerület, 013. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK","1034 Budapest 03, Bécsi út 96/B. (Óbudai Egyetem)",I,N,N,N,951,951,951,01,003,01131852
014,"Budapest III. kerület, 014. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK","1037 Budapest 03, Erdőalja út 5. (Általános Iskola)",N,N,N,N,902,904,904,01,003,01131852
015,"Budapest III. kerület, 015. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK","1037 Budapest 03, Erdőalja út 5. (Általános Iskola)",N,N,N,N,776,776,776,01,003,01131852
016,"Budapest III. kerület, 016. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK","1037 Budapest 03, Erdőalja út 5. (Általános Iskola)",N,N,N,N,807,807,807,01,003,01131852
017,"Budapest III. kerület, 017. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK","1037 Budapest 03, Erdőalja út 5. (Általános Iskola)",N,N,N,N,892,892,892,01,003,01131852
018,"Budapest III. kerület, 018. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK","1037 Budapest 03, Bécsi út 375. (Általános Iskola)",N,N,N,N,1010,1010,1010,01,003,01131852
019,"Budapest III. kerület, 019. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK","1037 Budapest 03, Bécsi út 375. (Általános Iskola)",N,N,N,N,1235,1235,1235,01,003,01131852
020,"Budapest III. kerület, 020. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK","1037 Budapest 03, Bécsi út 375. (Általános Iskola)",N,N,N,N,1350,1350,1350,01,003,01131852
021,"Budapest III. kerület, 021. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK","1037 Budapest 03, Bécsi út 375. (Általános Iskola)",N,N,N,N,1002,1001,1001,01,003,01131852
022,"Budapest III. kerület, 022. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK","1037 Budapest 03, Bécsi út 375. (Általános Iskola)",N,N,N,N,1286,1285,1285,01,003,01131852
023,"Budapest III. kerület, 023. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK","1038 Budapest 03, Ürömi út 2. (Óvoda)",I,N,N,N,897,897,897,01,003,01131852
024,"Budapest III. kerület, 024. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK","1038 Budapest 03, Ürömi út 2. (Óvoda)",I,N,N,N,997,998,998,01,003,01131852
025,"Budapest III. kerület, 025. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK","1038 Budapest 03, Ürömi út 2. (Óvoda)",I,N,N,N,762,762,762,01,003,01131852
026,"Budapest III. kerület, 026. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK","1038 Budapest 03, Dózsa György utca 42. (Általános Iskola)",I,N,N,N,794,794,794,01,003,01131852
027,"Budapest III. kerület, 027. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK","1038 Budapest 03, Dózsa György utca 42. (Általános Iskola)",I,N,N,N,896,896,896,01,003,01131852
028,"Budapest III. kerület, 028. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK","1038 Budapest 03, Dózsa György utca 42. (Általános Iskola)",I,N,N,N,905,905,905,01,003,01131852
029,"Budapest III. kerület, 029. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK","1038 Budapest 03, Templom utca 5. (Általános Iskola)",N,N,N,N,912,912,912,01,003,01131852
030,"Budapest III. kerület, 030. számú szavazókör",04,"BUDAPEST főváros, 04. számú OEVK","1038 Budapest 03, Templom utca 5. (Általános Iskola)",N,N,N,N,929,929,929,01,003,01131852
031,"Budapest III. kerület, 031. számú szavazókör",10,"BUDAPEST főváros, 10. számú OEVK","1036 Budapest 03, Mókus utca 1. (Óvoda)",N,N,N,N,882,882,882,01,003,01131852
032,"Budapest III. kerület, 032. számú szavazókör",10,"BUDAPEST főváros, 10. számú OEVK","1036 Budapest 03, Mókus utca 2. (Általános Iskola)",N,N,N,N,944,943,943,01,003,01131852
033,"Budapest III. kerület, 033. számú szavazókör",10,"BUDAPEST főváros, 10. számú OEVK","1036 Budapest 03, Mókus utca 2. (Általános Iskola)",N,N,N,N,882,881,881,01,003,01131852
034,"Budapest III. kerület, 034. számú szavazókör",10,"BUDAPEST főváros, 10. számú OEVK","1032 Budapest 03, Solymár utca 12. (Bölcsőde)",I,N,N,N,800,799,799,01,003,01131852
035,"Budapest III. kerület, 035. számú szavazókör",10,"BUDAPEST főváros, 10. számú OEVK","1032 Budapest 03, Zápor utca 90. (Általános Iskola)",N,N,N,N,813,813,813,01,003,01131852
036,"Budapest III. kerület, 036. számú szavazókör",10,"BUDAPEST főváros, 10. számú OEVK","1032 Budapest 03, Zápor utca 90. (Általános Iskola)",N,N,N,N,784,784,784,01,003,01131852
037,"Budapest III. kerület, 037. számú szavazókör",10,"BUDAPEST főváros, 10. számú OEVK","1032 Budapest 03, San Marco utca 81. (Óbudai Kulturális Központ)",I,N,N,N,925,925,925,01,003,01131852
038,"Budapest III. kerület, 038. számú szavazókör",10,"BUDAPEST főváros, 10. számú OEVK","1032 Budapest 03, Váradi utca 15/B. (Általános Iskola)",N,N,N,N,776,777,777,01,003,01131852
039,"Budapest III. kerület, 039. számú szavazókör",10,"BUDAPEST főváros, 10. számú OEVK","1032 Budapest 03, Váradi utca 15/A. (Óvoda)",I,N,N,N,775,775,775,01,003,01131852
040,"Budapest III. kerület, 040. számú szavazókör",10,"BUDAPEST főváros, 10. számú OEVK","1032 Budapest 03, Váradi utca 15/B. (Általános Iskola)",N,N,N,N,712,713,713,01,003,01131852
041,"Budapest III. kerület, 041. számú szavazókör",10,"BUDAPEST főváros, 10. számú OEVK","1032 Budapest 03, Váradi utca 15/B. (Általános Iskola)",N,N,N,N,786,786,786,01,003,01131852
042,"Budapest III. kerület, 042. számú szavazókör",10,"BUDAPEST főváros, 10. számú OEVK","1033 Budapest 03, Harrer Pál utca 7. (Általános Iskola)",I,N,N,I,696,699,699,01,003,01131852
